,Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,lastTransfer,agentsTransfer
24,1982.438,0,1,1,435622,,European Paintings,1982.0,Painting,Diana and Cupid,,,,,,16165,Artist, ,Pompeo Batoni,"Italian, Lucca 1708–1787 Rome", ,"Batoni, Pompeo",Italian,1708      ,1787      ,,http://vocab.getty.edu/page/ulan/500012720,https://www.wikidata.org/wiki/Q505613,1761,1761,1761,Oil on canvas,49 x 68 in. (124.5 x 172.7 cm),"Purchase, The Charles Engelhard Foundation, Robert Lehman Foundation Inc., Mrs. Haebler Frantz, April R. Axton, L. H. P. Klotz, and David Mortimer Gifts; and Gifts of Mr. and Mrs. Charles Wrightsman, George Blumenthal, and J. Pierpont Morgan, Bequests of Millie Bruhl Fredrick and Mary Clark Thompson, and Rogers Fund, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435622,https://www.wikidata.org/wiki/Q19911988,,"Metropolitan Museum of Art, New York, NY",Cupid|Diana|Dogs|Bow and Arrow,http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/ia/901000118|http://vocab.getty.edu/page/aat/300265714| ,https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q132543|https://www.wikidata.org/wiki/Q19827042|https://www.wikidata.org/wiki/Q144,Purchase,"The Charles Engelhard Foundation, Robert Lehman Foundation Inc., Mrs. Haebler Frantz, April R. Axton, L. H. P. Klotz, David Mortimer, Mr. and Mrs. Charles Wrightsman, George Blumenthal, J. Pierpont Morgan, Millie Bruhl Fredrick, Mary Clark Thompson, Rogers Fund"
25,03.37.1,0,1,1,435623,620.0,European Paintings,1903.0,Painting,Portrait of a Young Man,,,,,,16165,Artist, ,Pompeo Batoni,"Italian, Lucca 1708–1787 Rome", ,"Batoni, Pompeo",Italian,1708      ,1787      ,,http://vocab.getty.edu/page/ulan/500012720,https://www.wikidata.org/wiki/Q505613,ca. 1760–65,1760,1765,Oil on canvas,97 1/8 x 69 1/4 in. (246.7 x 175.9 cm),"Rogers Fund, 1903",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435623,https://www.wikidata.org/wiki/Q19912729,,"Metropolitan Museum of Art, New York, NY",Books|Men|Portraits|Dogs,http://vocab.getty.edu/page/aat/300028051|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q571|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q144,Purchase,Rogers Fund
26,30.95.256,0,0,1,435640,603.0,European Paintings,1930.0,Painting,Madonna Adoring the Sleeping Child,,,,,,16166,Artist, ,Giovanni Bellini,"Italian, Venice, active by 1459–died 1516 Venice", ,"Bellini, Giovanni",Italian,1459      ,1516      ,,http://vocab.getty.edu/page/ulan/500019244,https://www.wikidata.org/wiki/Q17169,early 1460s,1460,1463,Tempera on wood,28 1/2 x 18 1/4 in. (72.4 x 46.4 cm),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435640,https://www.wikidata.org/wiki/Q19911532,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Sleeping,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300375130,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q35831,Collection,Theodore M. Davis
27,08.183.1,1,1,1,435641,603.0,European Paintings,1908.0,Painting,Madonna and Child,,,,,,16166,Artist, ,Giovanni Bellini,"Italian, Venice, active by 1459–died 1516 Venice", ,"Bellini, Giovanni",Italian,1459      ,1516      ,,http://vocab.getty.edu/page/ulan/500019244,https://www.wikidata.org/wiki/Q17169,late 1480s,1487,1489,Oil on wood,35 x 28 in. (88.9 x 71.1 cm),"Rogers Fund, 1908",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435641,https://www.wikidata.org/wiki/Q19911447,,"Metropolitan Museum of Art, New York, NY",Infants|Women|Madonna|Madonna and Child|Jesus,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q302,Purchase,Rogers Fund
28,49.7.1,0,0,1,435642,,European Paintings,1949.0,Painting,Madonna and Child with Saints,,,,,,16166,Artist, ,Giovanni Bellini,"Italian, Venice, active by 1459–died 1516 Venice",and Workshop,"Bellini, Giovanni",Italian,1459      ,1516      ,,http://vocab.getty.edu/page/ulan/500019244,https://www.wikidata.org/wiki/Q17169,,1459,1516,Tempera and oil on wood,38 1/4 x 60 1/2 in. (97.2 x 153.7 cm),"The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435642,https://www.wikidata.org/wiki/Q19911550,,"Metropolitan Museum of Art, New York, NY",Men|Women|Madonna and Child|Saints,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q43115,Collection,The Jules Bache Collection
29,17.190.9,0,0,1,435643,,European Paintings,1917.0,Painting,The Circumcision,,,,,,16166,Artist,Workshop of,Giovanni Bellini,"Italian, Venice, active by 1459–died 1516 Venice", ,"Bellini, Giovanni",Italian,1459      ,1516      ,,http://vocab.getty.edu/page/ulan/500019244,https://www.wikidata.org/wiki/Q17169,1511,1511,1511,Oil on wood,26 3/4 x 40 1/2 in. (67.9 x 102.9 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435643,https://www.wikidata.org/wiki/Q19905123,,"Metropolitan Museum of Art, New York, NY",Men|Women|Jesus|Circumcision|Joseph|Priests|Virgin Mary,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/aat/300069156|http://vocab.getty.edu/page/ia/901000953|http://vocab.getty.edu/page/aat/300025774|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q83345|https://www.wikidata.org/wiki/Q128267|https://www.wikidata.org/wiki/Q42603|https://www.wikidata.org/wiki/Q302|https://www.wikidata.org/wiki/Q345,Gift,J. Pierpont Morgan
30,49.7.2,0,0,1,435644,,European Paintings,1949.0,Painting,Madonna and Child,,,,,,16166,Artist,Workshop of,Giovanni Bellini,"Italian, Venice, active by 1459–died 1516 Venice", ,"Bellini, Giovanni",Italian,1459      ,1516      ,,http://vocab.getty.edu/page/ulan/500019244,https://www.wikidata.org/wiki/Q17169,ca. 1510,1505,1515,Oil on wood,Overall 13 1/2 x 10 7/8 in. (34.3 x 27.6 cm); painted surface 12 3/4 x 10 1/8 in. (32.4 x 25.7 cm),"The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435644,https://www.wikidata.org/wiki/Q19905199,,"Metropolitan Museum of Art, New York, NY",Birds|Madonna and Child,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q9309699,Collection,The Jules Bache Collection
31,59.187,0,0,1,435645,,European Paintings,1959.0,Painting,Madonna and Child,,,,,,10736,Artist, ,Jacopo Bellini,"Italian, Venetian, active 1424–70", ,"Bellini, Jacopo",Italian,1424      ,1470      ,,http://vocab.getty.edu/page/ulan/500115627,https://www.wikidata.org/wiki/Q313310,probably 1440s,1440,1449,"Tempera on wood, gold ground","Overall, with arched top, 34 1/2 x 25 in. (87.6 x 63.5 cm); painted surface 30 1/2 x 21 3/4 in. (77.5 x 55.2 cm)","Gift of Irma N. Straus, 1959",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435645,https://www.wikidata.org/wiki/Q19911619,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699,Gift,Irma N. Straus
32,1991.306,0,1,1,435646,620.0,European Paintings,1991.0,Painting,Pirna: The Obertor from the South,,,,,,16167,Artist, ,Bernardo Bellotto,"Italian, Venice 1722–1780 Warsaw", ,"Bellotto, Bernardo",Italian,1722      ,1780      ,,http://vocab.getty.edu/page/ulan/500028876,https://www.wikidata.org/wiki/Q164688,mid-1750s,1753,1757,Oil on canvas,18 1/4 x 30 3/4 in. (46.4 x 78.1 cm),"Wrightsman Fund, 1991",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435646,https://www.wikidata.org/wiki/Q19911875,,"Metropolitan Museum of Art, New York, NY",Buildings|Villages,http://vocab.getty.edu/page/aat/300004789|http://vocab.getty.edu/page/aat/300008372,https://www.wikidata.org/wiki/Q41176|https://www.wikidata.org/wiki/Q532,Purchase,Wrightsman Fund
33,39.142,0,1,1,435647,620.0,European Paintings,1939.0,Painting,Vaprio d'Adda,,,,,,16167,Artist, ,Bernardo Bellotto,"Italian, Venice 1722–1780 Warsaw", ,"Bellotto, Bernardo",Italian,1722      ,1780      ,,http://vocab.getty.edu/page/ulan/500028876,https://www.wikidata.org/wiki/Q164688,1744,1744,1744,Oil on canvas,25 1/4 x 39 1/4 in. (64.1 x 99.7 cm),"Purchase, Joseph Pulitzer Bequest, 1939",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435647,https://www.wikidata.org/wiki/Q19905328,,"Metropolitan Museum of Art, New York, NY",Rivers|Boats|Towns,http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300178749|http://vocab.getty.edu/page/aat/300008375,https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q35872|https://www.wikidata.org/wiki/Q3957,Purchase,Joseph Pulitzer
34,27.39.1,0,0,1,435656,,European Paintings,1927.0,Painting,The Assumption of the Virgin,,,,,,10737,Artist, ,Bergognone (Ambrogio di Stefano da Fossano),"Italian, Milan ca. 1453–1523 Milan", ,Bergognone (Ambrogio di Stefano da Fossano),Italian,1453      ,1523      ,,http://vocab.getty.edu/page/ulan/500032198,https://www.wikidata.org/wiki/Q7789,,1500,1523,Oil and gold on wood,95 3/8 x 42 1/2 in. (242.3 x 108 cm),"Fletcher Fund, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435656,https://www.wikidata.org/wiki/Q19912356,,"Metropolitan Museum of Art, New York, NY",Assumption of the Virgin|Angels|Virgin Mary,http://vocab.getty.edu/page/ia/901001007|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q162691|https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q345,Purchase,Fletcher Fund
35,27.39.2–13,0,0,1,435657,,European Paintings,1927.0,Painting,"The Twelve Apostles: Saints Bartholomew, Andrew, Matthew, James the Greater, Thaddeus, Philip, James the Lesser, Simon, Peter, Paul, Thomas, and John",,,,,,10737,Artist,Workshop of,Bergognone (Ambrogio di Stefano da Fossano),"Italian, Milan ca. 1453–1523 Milan", ,Bergognone (Ambrogio di Stefano da Fossano),Italian,1453      ,1523      ,,http://vocab.getty.edu/page/ulan/500032198,https://www.wikidata.org/wiki/Q7789,,1481,1522,Oil and gold on wood,Each 12 1/4 x 6 in. (31.1 x 15.2 cm),"Fletcher Fund, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435657,https://www.wikidata.org/wiki/Q19912861,,"Metropolitan Museum of Art, New York, NY",Apostles|Saint Matthew|Saint Paul|Saint Peter|Saints|Men,http://vocab.getty.edu/page/aat/300343837|http://vocab.getty.edu/page/ia/901000497|http://vocab.getty.edu/page/ia/901001058|http://vocab.getty.edu/page/ia/901000056|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q43412|https://www.wikidata.org/wiki/Q43600|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q9200|https://www.wikidata.org/wiki/Q33923|https://www.wikidata.org/wiki/Q43115,Purchase,Fletcher Fund
36,60.173,0,1,1,435658,624.0,European Paintings,1960.0,Painting,Madonna and Child,,,,,,10737,Artist, ,Berlinghiero,"Italian, Lucca, active by 1228–died by 1236", ,Berlinghiero,Italian,1228      ,1236      ,,http://vocab.getty.edu/page/ulan/500014124,https://www.wikidata.org/wiki/Q15795,possibly 1230s,1230,1239,"Tempera on wood, gold ground",Overall 31 5/8 x 21 1/8 in. (80.3 x 53.7 cm); painted surface 30 x 19 1/2 in. (76.2 x 49.5 cm),"Gift of Irma N. Straus, 1960",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435658,https://www.wikidata.org/wiki/Q16574822,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699,Gift,Irma N. Straus
37,41.100.13,0,0,1,435659,,European Paintings,1941.0,Painting,Madonna and Child with Angels,,,,,,10737,Artist, ,Bernardino da Genoa,"Italian, Genoese, active in 1515", ,Bernardino da Genoa,Italian,1515      ,1515      ,,http://vocab.getty.edu/page/ulan/500044738,https://www.wikidata.org/wiki/Q21852646,1515,1515,1515,Oil on wood,29 3/8 x 22 5/8 in. (74.6 x 57.5 cm),"Gift of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435659,https://www.wikidata.org/wiki/Q19912361,,"Metropolitan Museum of Art, New York, NY",Birds|Lutes|Madonna and Child|Angels,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300042101|http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q180733|https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q235113,Gift,George Blumenthal
38,32.100.68,0,0,1,435664,,European Paintings,1932.0,Painting,Portrait of a Young Man,,,,,,10737,Artist, ,Biagio d'Antonio,"Italian, Florentine, active by 1472–died 1516", ,Biagio d'Antonio,Italian,1472      ,1516      ,,http://vocab.getty.edu/page/ulan/500030102,https://www.wikidata.org/wiki/Q2311437,probably ca. 1470,1476,1504,Tempera on wood,Overall 21 3/8 x 15 1/2 in. (54.3 x 39.4 cm); painted surface 20 1/4 x 14 1/4 in. (51.4 x 36.2 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435664,https://www.wikidata.org/wiki/Q19911500,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307,Collection,Michael Friedsam
39,09.136.1,0,1,1,435665,604.0,European Paintings,1909.0,Painting,Scenes from the Story of the Argonauts,,,,,,10737,Artist, ,Biagio d'Antonio,"Italian, Florentine, active by 1472–died 1516", ,Biagio d'Antonio, ,1472      ,1516      ,,http://vocab.getty.edu/page/ulan/500030102,https://www.wikidata.org/wiki/Q2311437,,1476,1504,"Tempera on wood, gilt ornaments",Overall 24 1/8 x 60 3/8 in. (61.3 x 153.4 cm); painted surface 19 5/8 x 56 in. (49.8 x 142.2 cm),"Gift of J. Pierpont Morgan, 1909",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435665,https://www.wikidata.org/wiki/Q20167108,,"Metropolitan Museum of Art, New York, NY",Horse Riding|Argonauts|Jason|Orpheus|Men|Women|Dogs|Ships,http://vocab.getty.edu/page/aat/300249313|http://vocab.getty.edu/page/ia/901000151|http://vocab.getty.edu/page/ia/901000152|http://vocab.getty.edu/page/ia/901000392|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300082981,https://www.wikidata.org/wiki/Q179226|https://www.wikidata.org/wiki/Q165510|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q176758|https://www.wikidata.org/wiki/Q174353|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q11446,Gift,J. Pierpont Morgan
40,32.100.69,0,1,1,435666,604.0,European Paintings,1932.0,Painting,The Story of Joseph,,,,,,10737,Artist, ,Biagio d'Antonio,"Italian, Florentine, active by 1472–died 1516", ,Biagio d'Antonio,Italian,1472      ,1516      ,,http://vocab.getty.edu/page/ulan/500030102,https://www.wikidata.org/wiki/Q2311437,,1476,1504,Tempera on wood,27 x 59 in. (68.6 x 149.9 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435666,https://www.wikidata.org/wiki/Q20166923,,"Metropolitan Museum of Art, New York, NY",Men|Women|Horse Riding|Camels|Dogs,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300249313|http://vocab.getty.edu/page/aat/300250139|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q7375|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q179226,Collection,Michael Friedsam
41,88.3.89,0,0,1,435668,,European Paintings,1888.0,"Painting, predella panel",Saint Nicholas Providing Dowries,,,,,,16312,Artist, ,Bicci di Lorenzo,"Italian, Florence 1373–1452 Florence", ,Bicci di Lorenzo,Italian,1373      ,1452      ,,http://vocab.getty.edu/page/ulan/500002727,https://www.wikidata.org/wiki/Q856749,1433–35,1433,1435,Tempera and gold on wood,12 x 22 1/4 in. (30.5 x 56.5 cm),"Gift of Coudert Brothers, 1888",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435668,https://www.wikidata.org/wiki/Q19904855,,"Metropolitan Museum of Art, New York, NY",Bedrooms|Women|Saints,http://vocab.getty.edu/page/aat/300004364|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q193837|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43115,Gift,Coudert Brothers
42,16.121,0,0,1,435669,,European Paintings,1916.0,"Painting, predella panel",Saint Nicholas Resuscitating Three Youths,,,,,,16312,Artist, ,Bicci di Lorenzo,"Italian, Florence 1373–1452 Florence", ,Bicci di Lorenzo,Italian,1373      ,1452      ,,http://vocab.getty.edu/page/ulan/500002727,https://www.wikidata.org/wiki/Q856749,1433–35,1433,1435,Tempera and gold on wood,12 x 22 1/4 in. (30.5 x 56.5 cm),"Gift of Francis Kleinberger, 1916",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435669,https://www.wikidata.org/wiki/Q20167114,,"Metropolitan Museum of Art, New York, NY",Men|Women|Saints|Interiors,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300391239,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q43115,Gift,Francis Kleinberger
43,30.95.289,0,0,1,435682,,European Paintings,1930.0,Painting,Madonna and Child,,,,,,10740,Artist, ,Boccaccio Boccaccino,"Italian, Ferrara, before 1466–1524/25 Cremona", ,"Boccaccino, Boccaccio",Italian,1466      ,1525      ,,http://vocab.getty.edu/page/ulan/500012359,https://www.wikidata.org/wiki/Q721349,1506–1518,1506,1518,Oil on wood,Overall 20 3/8 x 14 5/8 in. (51.8 x 37.1 cm); painted surface 20 x 14 in. (50.8 x 35.6 cm),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435682,https://www.wikidata.org/wiki/Q19912516,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Birds,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q5113,Collection,Theodore M. Davis
44,87.15.81,0,0,1,435691,,European Paintings,1887.0,Painting,Gossip,,,,,,16316,Artist, ,Giovanni Boldini,"Italian, Ferrara 1842–1931 Paris", ,"Boldini, Giovanni",Italian,1842      ,1931      ,,http://vocab.getty.edu/page/ulan/500024511,https://www.wikidata.org/wiki/Q362003,1873,1873,1873,Oil on wood,7 x 9 1/2 in. (17.8 x 24.1 cm),"Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435691,https://www.wikidata.org/wiki/Q19912358,,"Metropolitan Museum of Art, New York, NY",Interiors|Women,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q467,Collection,Catharine Lorillard Wolfe
